Time (s),Voltage (V)
3.703999999999999654e-02,6.494149500923837026e-01
3.708000000000000185e-02,6.707093677292983447e-01
3.712000000000000022e-02,6.905768279509854057e-01
3.715999999999999859e-02,7.088181478795124724e-01
3.719999999999999696e-02,7.252471684584629319e-01
3.724000000000000227e-02,7.396929626163055715e-01
3.728000000000000064e-02,7.520020244473172299e-01
3.731999999999999901e-02,7.620403982477712557e-01
3.735999999999999738e-02,7.696957010390590437e-01
3.740000000000000269e-02,7.748789883129203471e-01
3.744000000000000106e-02,7.775264104797241504e-01
3.747999999999999943e-02,7.776006071718268853e-01
3.751999999999999780e-02,7.750917883633670069e-01
3.756000000000000311e-02,7.700184553397714238e-01
3.760000000000000148e-02,7.624277209055785320e-01
3.763999999999999985e-02,7.523951967650072126e-01
3.767999999999999822e-02,7.400244265348379091e-01
3.771999999999999659e-02,7.254458550261158045e-01
3.776000000000000190e-02,7.088153378249897330e-01
3.780000000000000027e-02,6.903122092867651771e-01
3.783999999999999864e-02,6.701369412342659260e-01
3.787999999999999701e-02,6.485084382826169502e-01
3.792000000000000232e-02,6.256610281475623037e-01
3.796000000000000069e-02,6.018412159067529910e-01
3.799999999999999906e-02,5.773042794047658077e-01
3.803999999999999743e-02,5.523107883466609191e-01
3.808000000000000274e-02,5.271231317577260711e-01
3.812000000000000111e-02,5.020021371923025777e-01
3.815999999999999948e-02,4.772038603115684174e-01
3.819999999999999785e-02,4.529766153536829987e-01
3.824000000000000316e-02,4.295583059006926607e-01
3.828000000000000153e-02,4.071741016827016835e-01
3.831999999999999990e-02,3.860344915766366070e-01
3.835999999999999827e-02,3.663337261998917405e-01
3.839999999999999664e-02,3.482486463979987401e-01
3.844000000000000195e-02,3.319378773521936554e-01
3.848000000000000032e-02,3.175413528560531717e-01
3.851999999999999869e-02,3.051801213480775932e-01
3.855999999999999706e-02,2.949563752601985778e-01
3.860000000000000236e-02,2.869536387321101056e-01
3.864000000000000073e-02,2.812370461538495348e-01
3.867999999999999911e-02,2.778536455363820323e-01
3.871999999999999748e-02,2.768326663533936527e-01
3.876000000000000278e-02,2.781857010015250098e-01
3.880000000000000115e-02,2.819067619250907875e-01
3.883999999999999952e-02,2.879721920776017186e-01
3.887999999999999790e-02,2.963404239078519797e-01
3.892000000000000320e-02,3.069516004944034537e-01
3.896000000000000157e-02,3.197270907593419143e-01
3.899999999999999994e-02,3.345689477944779888e-01
3.903999999999999831e-02,3.513593741867958031e-01
3.907999999999999668e-02,3.699602698808047152e-01
3.912000000000000199e-02,3.902129457536456236e-01
3.916000000000000036e-02,4.119380890870540379e-01
3.919999999999999873e-02,4.349360651127981425e-01
3.923999999999999710e-02,4.589876316583633709e-01
3.928000000000000241e-02,4.838551317742451618e-01
3.932000000000000078e-02,5.092842125033099077e-01
3.935999999999999915e-02,5.350060973350999616e-01
3.939999999999999752e-02,5.607404162821275628e-01
3.944000000000000283e-02,5.861985720175250103e-01
3.948000000000000120e-02,6.110875943554139322e-01
3.951999999999999957e-02,6.351144098425495210e-01
3.955999999999999794e-02,6.579904296754721660e-01
3.960000000000000325e-02,6.794363388143682680e-01
3.964000000000000162e-02,6.991869531592348475e-01
3.967999999999999999e-02,7.169960009241035381e-01
3.971999999999999836e-02,7.326406795893768420e-01
3.975999999999999673e-02,7.459258414481875210e-01
3.980000000000000204e-02,7.566876688998497302e-01
3.984000000000000041e-02,7.647967150723916641e-01
3.987999999999999878e-02,7.701602055529113144e-01
3.991999999999999715e-02,7.727235221518832242e-01
3.996000000000000246e-02,7.724708186514144259e-01
4.000000000000000083e-02,7.694247501068459671e-01
4.003999999999999920e-02,7.636453300595055227e-01
4.007999999999999757e-02,7.552279624730285912e-01
4.012000000000000288e-02,7.443007258215394994e-01
4.016000000000000125e-02,7.310210141028055109e-01
4.019999999999999962e-02,7.155716623354680950e-01
4.023999999999999799e-02,6.981567012486712409e-01
4.028000000000000330e-02,6.789968965716851601e-01
4.032000000000000167e-02,6.583252320745355268e-01
4.036000000000000004e-02,6.363824921262457579e-01
4.039999999999999841e-02,6.134130891977398470e-01
4.043999999999999678e-02,5.896612649520686089e-01
4.048000000000000209e-02,5.653677711596944988e-01
4.052000000000000046e-02,5.407671097498050194e-01
4.055999999999999883e-02,5.160853811797996293e-01
4.059999999999999720e-02,4.915387584504801177e-01
4.064000000000000251e-02,4.673325720744204159e-01
4.068000000000000088e-02,4.436609606871402267e-01
4.071999999999999925e-02,4.207070142727654671e-01
4.075999999999999762e-02,3.986433135118301330e-01
4.080000000000000293e-02,3.776327506923253807e-01
4.084000000000000130e-02,3.578295058328925249e-01
4.087999999999999967e-02,3.393800467162979562e-01
4.091999999999999804e-02,3.224240236515465985e-01
4.096000000000000335e-02,3.070949388551582615e-01
4.100000000000000172e-02,2.935204859045673631e-01
4.104000000000000009e-02,2.818224759880777475e-01
4.107999999999999846e-02,2.721162935936989880e-01
4.111999999999999683e-02,2.645098535520364891e-01
4.116000000000000214e-02,2.591020625186994386e-01
4.120000000000000051e-02,2.559808194972342243e-01
4.123999999999999888e-02,2.552206202927446155e-01
4.127999999999999725e-02,2.568798583343377961e-01
4.132000000000000256e-02,2.609979377262313105e-01
4.136000000000000093e-02,2.675923324941504311e-01
4.139999999999999930e-02,2.766557378498218922e-01
4.143999999999999767e-02,2.881534642637573751e-01
4.148000000000000298e-02,3.020212229040912244e-01
4.152000000000000135e-02,3.181634415973363939e-01
4.155999999999999972e-02,3.364522342648938458e-01
4.159999999999999809e-02,3.567271244769463778e-01
4.164000000000000340e-02,3.787955963200673182e-01
4.168000000000000177e-02,4.024345144138198327e-01
4.172000000000000014e-02,4.273924210345120267e-01
4.175999999999999851e-02,4.533926834271409523e-01
4.179999999999999688e-02,4.801374300706798826e-01
4.184000000000000219e-02,5.073121824411868097e-01
4.188000000000000056e-02,5.345910601275356555e-01
4.191999999999999893e-02,5.616424132679704861e-01
4.195999999999999730e-02,5.881347182429994547e-01
4.200000000000000261e-02,6.137425611643402279e-01
4.204000000000000098e-02,6.381525294218529654e-01
4.207999999999999935e-02,6.610688345504167618e-01
4.211999999999999772e-02,6.822184997901890036e-01
4.216000000000000303e-02,7.013559624546767957e-01
4.220000000000000140e-02,7.182669638187061389e-01
4.223999999999999977e-02,7.327716266667604339e-01
4.227999999999999814e-02,7.447266516714552420e-01
4.232000000000000345e-02,7.540265970258572814e-01
4.236000000000000182e-02,7.606042397734844585e-01
4.240000000000000019e-02,7.644300505919066069e-01
4.243999999999999856e-02,7.655108449669956183e-01
4.247999999999999693e-02,7.638877014368635754e-01
4.252000000000000224e-02,7.596332607517629620e-01
4.256000000000000061e-02,7.528485374746206604e-01
4.259999999999999898e-02,7.436593870824300678e-01
4.263999999999999735e-02,7.322127766535623250e-01
4.268000000000000266e-02,7.186730056713093173e-01
4.272000000000000103e-02,7.032180155687093315e-01
4.275999999999999940e-02,6.860359128965687336e-01
4.279999999999999777e-02,6.673218121843422779e-01
4.284000000000000308e-02,6.472750816686614339e-01
4.288000000000000145e-02,6.260970492427645473e-01
4.291999999999999982e-02,6.039891985022511900e-01
4.295999999999999819e-02,5.811518569532794221e-01
4.299999999999999656e-02,5.577833516263438485e-01
4.304000000000000187e-02,5.340795827522232253e-01
4.308000000000000024e-02,5.102339449322463860e-01
4.311999999999999861e-02,4.864375083234972474e-01
4.315999999999999698e-02,4.628793604950449114e-01
4.320000000000000229e-02,4.397470032796949591e-01
4.324000000000000066e-02,4.172266983652839212e-01
4.327999999999999903e-02,3.955036604836213998e-01
4.331999999999999740e-02,3.747620075381170035e-01
4.336000000000000271e-02,3.551843922864976744e-01
4.340000000000000108e-02,3.369512594651145054e-01
4.343999999999999945e-02,3.202396945271606121e-01
4.347999999999999782e-02,3.052218543559584996e-01
4.352000000000000313e-02,2.920629952138111274e-01
4.356000000000000150e-02,2.809191375811873614e-01
4.359999999999999987e-02,2.719344302493446053e-01
4.363999999999999824e-02,2.652382959610251056e-01
4.367999999999999661e-02,2.609424570985814928e-01
4.372000000000000192e-02,2.591379516313044862e-01
4.376000000000000029e-02,2.598922562074258980e-01
4.379999999999999866e-02,2.632466346079137542e-01
4.383999999999999703e-02,2.692138257205011764e-01
4.388000000000000234e-02,2.777761759501876093e-01
4.392000000000000071e-02,2.888843070061084539e-01
4.395999999999999908e-02,3.024563919622657582e-01
4.399999999999999745e-02,3.183780912336634517e-01
4.404000000000000276e-02,3.365031766338829056e-01
4.408000000000000113e-02,3.566548470711889407e-01
4.411999999999999950e-02,3.786277148225702383e-01
4.415999999999999787e-02,4.021904178071725733e-01
4.420000000000000318e-02,4.270887919009679901e-01
4.424000000000000155e-02,4.530495190123702831e-01
4.427999999999999992e-02,4.797841521301867140e-01
4.431999999999999829e-02,5.069934084197019741e-01
4.435999999999999666e-02,5.343716160166387397e-01
4.440000000000000197e-02,5.616111995539218027e-01
4.444000000000000034e-02,5.884070935179578354e-01
4.447999999999999871e-02,6.144609809094737640e-01
4.451999999999999708e-02,6.394852668155501796e-01
4.456000000000000238e-02,6.632067116503225224e-01
4.460000000000000075e-02,6.853696661279329305e-01
4.463999999999999913e-02,7.057388685460628253e-01
4.467999999999999750e-02,7.241017837033066895e-01
4.472000000000000280e-02,7.402704807906779205e-01
4.476000000000000117e-02,7.540830639993355566e-01
4.479999999999999954e-02,7.654046836027637024e-01
4.483999999999999792e-02,7.741281662880334924e-01
4.488000000000000322e-02,7.801743111001967490e-01
4.492000000000000159e-02,7.834919013061523163e-01
4.495999999999999996e-02,7.840574827749582365e-01
4.499999999999999833e-02,7.818749563184890228e-01
4.503999999999999670e-02,7.769750252448508476e-01
4.508000000000000201e-02,7.694145307239458331e-01
4.512000000000000038e-02,7.592756971631050567e-01
4.515999999999999875e-02,7.466652984472833543e-01
4.519999999999999712e-02,7.317137444649720601e-01
4.524000000000000243e-02,7.145740766649535392e-01
4.528000000000000080e-02,6.954208522626794675e-01
4.531999999999999917e-02,6.744488898292082535e-01
4.535999999999999754e-02,6.518718448984230918e-01
4.540000000000000285e-02,6.279205832922261088e-01
4.544000000000000122e-02,6.028413222627717616e-01
4.547999999999999959e-02,5.768935152496600383e-01
4.551999999999999796e-02,5.503474648030408645e-01
4.556000000000000327e-02,5.234816595884785873e-01
4.560000000000000164e-02,4.965798447509924274e-01
4.564000000000000001e-02,4.699278495199725736e-01
4.567999999999999838e-02,4.438102109334123857e-01
4.571999999999999675e-02,4.185066470509328229e-01
4.576000000000000206e-02,3.942884461159445464e-01
4.580000000000000043e-02,3.714148489791939678e-01
4.583999999999999880e-02,3.501295099750985074e-01
4.587999999999999717e-02,3.306571257638439287e-01
4.592000000000000248e-02,3.132003220162515311e-01
4.596000000000000085e-02,2.979368840358037618e-01
4.599999999999999922e-02,2.850174095189137446e-01
4.603999999999999759e-02,2.745634499133748907e-01
4.608000000000000290e-02,2.666661917246770375e-01
4.612000000000000127e-02,2.613857113119514852e-01
4.615999999999999964e-02,2.587508170396012330e-01
4.619999999999999801e-02,2.587594720520656755e-01
4.624000000000000332e-02,2.613797704272557976e-01
4.628000000000000169e-02,2.665514200588457450e-01
4.632000000000000006e-02,2.741876682935112108e-01
4.635999999999999843e-02,2.841775919823280039e-01
4.639999999999999680e-02,2.963886629246705318e-01
4.644000000000000211e-02,3.106694932288255329e-01
4.648000000000000048e-02,3.268526632081740768e-01
4.651999999999999885e-02,3.447575371594391314e-01
4.655999999999999722e-02,3.641929795706393969e-01
4.660000000000000253e-02,3.849598955849390935e-01
4.664000000000000090e-02,4.068535342901250518e-01
4.667999999999999927e-02,4.296655108153209501e-01
4.671999999999999764e-02,4.531855223581032766e-01
4.676000000000000295e-02,4.772027531058837257e-01
4.680000000000000132e-02,5.015069824880963312e-01
4.683999999999999969e-02,5.258894292538448534e-01
4.687999999999999806e-02,5.501433795436315721e-01
4.692000000000000337e-02,5.740646595729900215e-01
4.696000000000000174e-02,5.974520221038344125e-01
4.700000000000000011e-02,6.201075200893743089e-01
4.703999999999999848e-02,6.418369405178482312e-01
4.707999999999999685e-02,6.624503665719578827e-01
4.712000000000000216e-02,6.817629270314888856e-01
4.716000000000000053e-02,6.995957788719676662e-01
4.719999999999999890e-02,7.157773529500430776e-01
4.723999999999999727e-02,7.301448743785252660e-01
4.728000000000000258e-02,7.425461496603554812e-01
4.732000000000000095e-02,7.528415929163764231e-01
4.735999999999999932e-02,7.609064446617925803e-01
4.739999999999999769e-02,7.666331195702049683e-01
4.744000000000000300e-02,7.699336054235964566e-01
4.748000000000000137e-02,7.707418247480539719e-01
4.751999999999999974e-02,7.690158640612764218e-01
4.755999999999999811e-02,7.647399735798076081e-01
4.760000000000000342e-02,7.579262427933498580e-01
4.764000000000000179e-02,7.486158644188070088e-01
4.768000000000000016e-02,7.368799105804253458e-01
4.771999999999999853e-02,7.228195601007741944e-01
4.775999999999999690e-02,7.065657338299715651e-01
4.780000000000000221e-02,6.882781151491529359e-01
4.784000000000000058e-02,6.681435542268755468e-01
4.787999999999999895e-02,6.463738763074795557e-01
4.791999999999999732e-02,6.232031352965861082e-01
4.796000000000000263e-02,5.988843732621303984e-01
4.800000000000000100e-02,5.736859633674530334e-01
4.803999999999999937e-02,5.478876275082632530e-01
4.807999999999999774e-02,5.217762300137317455e-01
4.812000000000000305e-02,4.956414548532461772e-01
4.816000000000000142e-02,4.697714757177896550e-01
4.819999999999999979e-02,4.444487261649013865e-01
4.823999999999999816e-02,4.199458709580893290e-01
4.828000000000000347e-02,3.965220701885746046e-01
4.832000000000000184e-02,3.744196152698519020e-01
4.836000000000000021e-02,3.538610010795675276e-01
4.839999999999999858e-02,3.350464820940641797e-01
4.843999999999999695e-02,3.181521430565460440e-01
4.848000000000000226e-02,3.033284972741731034e-01
4.852000000000000063e-02,2.906996087486012903e-01
4.855999999999999900e-02,2.803627186372088520e-01
4.859999999999999737e-02,2.723883425555873039e-01
4.864000000000000268e-02,2.668207933938171461e-01
4.868000000000000105e-02,2.636790749378933874e-01
4.871999999999999942e-02,2.629580848483081268e-01
4.875999999999999779e-02,2.646300615146058854e-01
4.880000000000000310e-02,2.686462079302494588e-01
4.884000000000000147e-02,2.749384268702159129e-01
4.887999999999999984e-02,2.834211050763890682e-01
4.891999999999999821e-02,2.939928895716534818e-01
4.895999999999999658e-02,3.065384062972480450e-01
4.900000000000000189e-02,3.209298796385592900e-01
4.904000000000000026e-02,3.370286207025517955e-01
4.907999999999999863e-02,3.546863620714580945e-01
4.911999999999999700e-02,3.737464268347045482e-01
4.916000000000000231e-02,3.940447296711866998e-01
4.920000000000000068e-02,4.154106173224813570e-01
4.923999999999999905e-02,4.376675647004206193e-01
4.927999999999999742e-02,4.606337508754587140e-01
4.932000000000000273e-02,4.841225460891843690e-01
4.936000000000000110e-02,5.079429465442948377e-01
4.939999999999999947e-02,5.318999978907859028e-01
4.943999999999999784e-02,5.557952509126647955e-01
4.948000000000000315e-02,5.794272938128115502e-01
4.952000000000000152e-02,6.025924046079857987e-01
4.955999999999999989e-02,6.250853644253491215e-01
4.959999999999999826e-02,6.467004679176369120e-01
4.963999999999999663e-02,6.672327606132916200e-01
4.968000000000000194e-02,6.864795248721018428e-01
4.972000000000000031e-02,7.042420263708021322e-01
4.975999999999999868e-02,7.203275219114606553e-01
4.979999999999999705e-02,7.345515171176573155e-01
4.984000000000000236e-02,7.467402496241675180e-01
4.988000000000000073e-02,7.567333601115214803e-01
4.991999999999999910e-02,7.643867004865136927e-01
4.995999999999999747e-02,7.695752162110002237e-01
5.000000000000000278e-02,7.721958288102771517e-01
5.004000000000000115e-02,7.721702355292513476e-01
5.007999999999999952e-02,7.694475365055649663e-01
5.011999999999999789e-02,7.640065961949676909e-01
5.016000000000000320e-02,7.558580455301936452e-01
5.020000000000000157e-02,7.450458347183636088e-01
5.023999999999999994e-02,7.316482538376576361e-01
5.027999999999999831e-02,7.157783494704444971e-01
5.031999999999999668e-02,6.975836803158891319e-01
5.036000000000000199e-02,6.772453726832567966e-01
5.040000000000000036e-02,6.549764574189737010e-01
5.043999999999999873e-02,6.310194924402130479e-01
5.047999999999999710e-02,6.056434987677268289e-01
5.052000000000000240e-02,5.791402617960966781e-01
5.056000000000000077e-02,5.518200724722370776e-01
5.059999999999999915e-02,5.240070040207205349e-01
5.063999999999999752e-02,4.960338378453341690e-01
5.068000000000000282e-02,4.682367663333619201e-01
5.072000000000000119e-02,4.409500097236324079e-01
5.075999999999999956e-02,4.145004883984557131e-01
5.079999999999999793e-02,3.892026905854825136e-01
5.084000000000000324e-02,3.653538684341580689e-01
5.088000000000000161e-02,3.432296829673917582e-01
5.091999999999999998e-02,3.230804009857884407e-01
5.095999999999999835e-02,3.051277253663809419e-01
5.099999999999999672e-02,2.895623153302138708e-01
5.104000000000000203e-02,2.765420263212189922e-01
5.108000000000000040e-02,2.661908714409657595e-01
5.111999999999999877e-02,2.585986792822678182e-01
5.115999999999999714e-02,2.538213978523729542e-01
5.120000000000000245e-02,2.518819723429517321e-01
5.124000000000000082e-02,2.527717069023421859e-01
5.127999999999999919e-02,2.564520081864905543e-01
5.131999999999999756e-02,2.628564019223324499e-01
5.136000000000000287e-02,2.718927133064345525e-01
5.140000000000000124e-02,2.834453077360705731e-01
5.143999999999999961e-02,2.973772997364939052e-01
5.147999999999999798e-02,3.135326542828653085e-01
5.152000000000000329e-02,3.317381249978917368e-01
5.156000000000000166e-02,3.518049966739327239e-01
5.160000000000000003e-02,3.735306237846485744e-01
5.163999999999999840e-02,3.966997805872145011e-01
5.167999999999999677e-02,4.210858605387196030e-01
5.172000000000000208e-02,4.464519816139215780e-01
5.176000000000000045e-02,4.725520684459211251e-01
5.179999999999999882e-02,4.991319910022465889e-01
5.183999999999999719e-02,5.259308420648566296e-01
5.188000000000000250e-02,5.526824317845160373e-01
5.192000000000000087e-02,5.791170671096007583e-01
5.195999999999999924e-02,6.049636674343760179e-01
5.199999999999999761e-02,6.299522462469538953e-01
5.204000000000000292e-02,6.538167631014970560e-01
5.208000000000000129e-02,6.762983223914467157e-01
5.211999999999999966e-02,6.971486668556160504e-01
5.215999999999999803e-02,7.161338863009807376e-01
5.220000000000000334e-02,7.330382374620824093e-01
5.224000000000000171e-02,7.476679509088433040e-01
5.228000000000000008e-02,7.598548869140281381e-01
5.231999999999999845e-02,7.694598953360415328e-01
5.235999999999999682e-02,7.763757356073414106e-01
5.240000000000000213e-02,7.805294221396613663e-01
5.244000000000000050e-02,7.818838776802755630e-01
5.247999999999999887e-02,7.804388017107859454e-01
5.251999999999999724e-02,7.762306917451482491e-01
5.256000000000000255e-02,7.693319908258680062e-01
5.260000000000000092e-02,7.598493727800248454e-01
5.263999999999999929e-02,7.479212157989212351e-01
5.267999999999999766e-02,7.337143524579441412e-01
5.272000000000000297e-02,7.174202182270600359e-01
5.276000000000000134e-02,6.992505488156049998e-01
5.279999999999999971e-02,6.794327975977039191e-01
5.283999999999999808e-02,6.582054565093488074e-01
5.288000000000000339e-02,6.358134663009415988e-01
5.292000000000000176e-02,6.125038945150392822e-01
5.296000000000000013e-02,5.885220422571973975e-01
5.299999999999999850e-02,5.641081145334676528e-01
5.303999999999999687e-02,5.394945549805968410e-01
5.308000000000000218e-02,5.149041060327922414e-01
5.312000000000000055e-02,4.905486121546899780e-01
5.315999999999999892e-02,4.666285391905659607e-01
5.319999999999999729e-02,4.433331397269854035e-01
5.324000000000000260e-02,4.208411552079964202e-01
5.328000000000000097e-02,3.993219127708090288e-01
5.331999999999999934e-02,3.789366504568481009e-01
5.335999999999999771e-02,3.598398902186923931e-01
5.340000000000000302e-02,3.421806750512613182e-01
5.344000000000000139e-02,3.261034950562614609e-01
5.347999999999999976e-02,3.117487470592469889e-01
5.351999999999999813e-02,2.992526026200106326e-01
5.356000000000000344e-02,2.887461983527577769e-01
5.360000000000000181e-02,2.803541082841663479e-01
5.364000000000000018e-02,2.741921079554278107e-01
5.367999999999999855e-02,2.703642912379493612e-01
5.371999999999999692e-02,2.689596503508476788e-01
5.376000000000000223e-02,2.700482743349198467e-01
5.380000000000000060e-02,2.736773584458058739e-01
5.383999999999999897e-02,2.798672441409870149e-01
5.387999999999999734e-02,2.886077246331810731e-01
5.392000000000000265e-02,2.998548530926481437e-01
5.396000000000000102e-02,3.135284789617924783e-01
5.399999999999999939e-02,3.295107127376883382e-01
5.403999999999999776e-02,3.476454820076843033e-01
5.408000000000000307e-02,3.677392932600903608e-01
5.412000000000000144e-02,3.895632574646646917e-01
5.415999999999999981e-02,4.128563755878021380e-01
5.419999999999999818e-02,4.373300164106684873e-01
5.423999999999999655e-02,4.626734567808924448e-01
5.428000000000000186e-02,4.885602972674586431e-01
5.432000000000000023e-02,5.146555174113542908e-01
5.435999999999999860e-02,5.406228972745863448e-01
5.439999999999999697e-02,5.661325081123053105e-01
5.444000000000000228e-02,5.908679663295092199e-01
5.448000000000000065e-02,6.145331522101199484e-01
5.451999999999999902e-02,6.368581181099538524e-01
5.455999999999999739e-02,6.576039488774912956e-01
5.460000000000000270e-02,6.765663883438233217e-01
5.464000000000000107e-02,6.935781071789930419e-01
5.467999999999999944e-02,7.085095559933147769e-01
5.471999999999999781e-02,7.212684195653933372e-01
5.476000000000000312e-02,7.317977595525833046e-01
5.480000000000000149e-02,7.400730000079914772e-01
5.483999999999999986e-02,7.460979687144901895e-01
5.487999999999999823e-02,7.499002543928258158e-01
5.491999999999999660e-02,7.515261725056047171e-01
5.496000000000000191e-02,7.510356487001802472e-01
5.500000000000000028e-02,7.484973278526213525e-01
5.503999999999999865e-02,7.439841981085983935e-01
5.507999999999999702e-02,7.375699841744417506e-01
5.512000000000000233e-02,7.293265142552372016e-01
5.516000000000000070e-02,7.193222031877909428e-01
5.519999999999999907e-02,7.076217239093927081e-01
5.523999999999999744e-02,6.942868643991492172e-01
5.528000000000000275e-02,6.793784918932297412e-01
5.532000000000000112e-02,6.629594748396847592e-01
5.535999999999999949e-02,6.450983498711364561e-01
5.539999999999999786e-02,6.258734697614656284e-01
5.544000000000000317e-02,6.053773319822791654e-01
5.548000000000000154e-02,5.837207683493951249e-01
5.551999999999999991e-02,5.610366756491004248e-01
5.555999999999999828e-02,5.374829853117294443e-01
5.559999999999999665e-02,5.132446063364553002e-01
5.564000000000000196e-02,4.885341279096003797e-01
5.568000000000000033e-02,4.635911337016297984e-01
5.571999999999999870e-02,4.386800550877894000e-01
5.575999999999999707e-02,4.140865713343402366e-01
5.580000000000000238e-02,3.901126465887911343e-01
5.584000000000000075e-02,3.670703716693466956e-01
5.587999999999999912e-02,3.452748486908139847e-01
5.591999999999999749e-02,3.250364144383443565e-01
5.596000000000000280e-02,3.066525407119102264e-01
5.600000000000000117e-02,2.903997740774433844e-01
5.603999999999999954e-02,2.765260820509452544e-01
5.607999999999999791e-02,2.652439572929003453e-01
5.612000000000000322e-02,2.567245966256703760e-01
5.616000000000000159e-02,2.510934194374624950e-01
5.619999999999999996e-02,2.484271231449852180e-01
5.623999999999999833e-02,2.487523955498130435e-01
5.627999999999999670e-02,2.520463194856177869e-01
5.632000000000000201e-02,2.582384188620338028e-01
5.636000000000000038e-02,2.672142119446496156e-01
5.639999999999999875e-02,2.788200621988942141e-01
5.643999999999999712e-02,2.928690535744699064e-01
5.648000000000000242e-02,3.091475693473680342e-01
5.652000000000000079e-02,3.274222243096632790e-01
5.655999999999999917e-02,3.474467908901412994e-01
5.659999999999999754e-02,3.689687712294669186e-01
5.664000000000000284e-02,3.917352986529225034e-01
5.668000000000000121e-02,4.154981015466280847e-01
5.671999999999999958e-02,4.400173274473775376e-01
5.675999999999999795e-02,4.650641013944625257e-01
5.680000000000000326e-02,4.904217757672929556e-01
5.684000000000000163e-02,5.158859140165801271e-01
5.688000000000000000e-02,5.412631328135381059e-01
5.691999999999999837e-02,5.663690012635824722e-01
5.695999999999999674e-02,5.910252574688685812e-01
5.700000000000000205e-02,6.150566480921727530e-01
5.704000000000000042e-02,6.382877228192034291e-01
5.707999999999999879e-02,6.605399209901037239e-01
5.711999999999999716e-02,6.816292716453925538e-01
5.716000000000000247e-02,7.013649915395806511e-01
5.720000000000000084e-02,7.195492102802863998e-01
5.723999999999999921e-02,7.359779807424307041e-01
5.727999999999999758e-02,7.504436503349887211e-01
5.732000000000000289e-02,7.627385793424854565e-01
5.736000000000000126e-02,7.726601016662099086e-01
5.739999999999999963e-02,7.800165362522748502e-01
5.743999999999999800e-02,7.846339795637359282e-01
5.748000000000000331e-02,7.863635454209932929e-01
5.752000000000000168e-02,7.850886724447637688e-01
5.756000000000000005e-02,7.807320942491805527e-01
5.759999999999999842e-02,7.732620653348589723e-01
5.763999999999999679e-02,7.626974569118127878e-01
5.768000000000000210e-02,7.491113808828834264e-01
5.772000000000000047e-02,7.326330648648632371e-01
5.775999999999999884e-02,7.134477831281641480e-01
5.779999999999999721e-02,6.917947433692114290e-01
5.784000000000000252e-02,6.679629321625165650e-01
5.788000000000000089e-02,6.422850271229074703e-01
5.791999999999999926e-02,6.151295853921817658e-01
5.795999999999999763e-02,5.868918103270104325e-01
5.800000000000000294e-02,5.579832759404669273e-01
5.804000000000000131e-02,5.288210472312798727e-01
5.807999999999999968e-02,4.998166705376317909e-01
5.811999999999999805e-02,4.713655192193927923e-01
5.816000000000000336e-02,4.438369654143553555e-01
5.820000000000000173e-02,4.175658088697369319e-01
5.824000000000000010e-02,3.928453308699093038e-01
5.827999999999999847e-02,3.699222583270453946e-01
5.831999999999999684e-02,3.489938245737804201e-01
5.836000000000000215e-02,3.302070045963782507e-01
5.840000000000000052e-02,3.136598892818871498e-01
5.843999999999999889e-02,2.994050519129211052e-01
5.847999999999999726e-02,2.874546567544074560e-01
5.852000000000000257e-02,2.777869698556745814e-01
5.856000000000000094e-02,2.703538611266504410e-01
5.859999999999999931e-02,2.650888383142341875e-01
5.863999999999999768e-02,2.619151304401082236e-01
5.868000000000000299e-02,2.607533419025779287e-01
5.872000000000000136e-02,2.615282286523299415e-01
5.875999999999999973e-02,2.641742030092287807e-01
5.879999999999999810e-02,2.686392507874428293e-01
5.884000000000000341e-02,2.748870392048503586e-01
5.888000000000000178e-02,2.828971013405405244e-01
5.892000000000000015e-02,2.926630967361261715e-01
5.895999999999999852e-02,3.041892618006319937e-01
5.899999999999999689e-02,3.174852716370301087e-01
5.904000000000000220e-02,3.325598307501005935e-01
5.908000000000000057e-02,3.494133884709076932e-01
5.911999999999999894e-02,3.680304314535985388e-01
5.915999999999999731e-02,3.883718370808423304e-01
5.920000000000000262e-02,4.103677762526525274e-01
5.924000000000000099e-02,4.339116315095278842e-01
5.927999999999999936e-02,4.588553479345586217e-01
5.931999999999999773e-02,4.850065624035924672e-01
5.936000000000000304e-02,5.121277654081285435e-01
5.940000000000000141e-02,5.399376438320632188e-01
5.943999999999999978e-02,5.681146384827155948e-01
5.947999999999999815e-02,5.963026330922067686e-01
5.952000000000000346e-02,6.241185782761715650e-01
5.956000000000000183e-02,6.511617506950512224e-01
5.960000000000000020e-02,6.770242599759580537e-01
5.963999999999999857e-02,7.013023485167338977e-01
5.967999999999999694e-02,7.236079856784126685e-01
5.972000000000000225e-02,7.435802403296655205e-01
5.976000000000000062e-02,7.608959250532166818e-01
5.979999999999999899e-02,7.752790409036478536e-01
5.983999999999999736e-02,7.865086113358441544e-01
5.988000000000000267e-02,7.944245744193432213e-01
5.992000000000000104e-02,7.989314992269950233e-01
5.995999999999999941e-02,8.000000000000000444e-01
5.999999999999999778e-02,7.976658344639708798e-01
6.004000000000000309e-02,7.920267844063129115e-01
6.008000000000000146e-02,7.832375213540030412e-01
6.011999999999999983e-02,7.715027523986590641e-01
6.015999999999999820e-02,7.570690161460582601e-01
6.019999999999999657e-02,7.402155526770862748e-01
6.024000000000000188e-02,7.212447017640700730e-01
6.028000000000000025e-02,7.004722891954595632e-01
