Time (s),Voltage (V)
7.947999999999999510e-02,5.895263175795280031e-01
7.951999999999999347e-02,6.138395236040270486e-01
7.956000000000000572e-02,6.377680442632840396e-01
7.960000000000000409e-02,6.610500945833281961e-01
7.964000000000000246e-02,6.834032803820505597e-01
7.968000000000000083e-02,7.045300215575244218e-01
7.971999999999999920e-02,7.241243516274070702e-01
7.975999999999999757e-02,7.418798310735621460e-01
7.979999999999999594e-02,7.574982496355735506e-01
7.983999999999999431e-02,7.706987462316269299e-01
7.988000000000000655e-02,7.812269470131836258e-01
7.992000000000000492e-02,7.888637135866274352e-01
7.996000000000000330e-02,7.934331050595434531e-01
8.000000000000000167e-02,7.948091886706220022e-01
8.004000000000000004e-02,7.929213827398253756e-01
8.007999999999999841e-02,7.877580800383470194e-01
8.011999999999999678e-02,7.793683761787782993e-01
8.015999999999999515e-02,7.678618124323760563e-01
8.019999999999999352e-02,7.534061312740945038e-01
8.024000000000000576e-02,7.362231315495808559e-01
8.028000000000000413e-02,7.165827941174783833e-01
8.032000000000000250e-02,6.947959240819814308e-01
8.036000000000000087e-02,6.712056187035179144e-01
8.039999999999999925e-02,6.461779178155485637e-01
8.043999999999999762e-02,6.200920239255873767e-01
8.047999999999999599e-02,5.933304908670949951e-01
8.051999999999999436e-02,5.662697725626469891e-01
8.056000000000000660e-02,5.392714977678204624e-01
8.060000000000000497e-02,5.126747941003784170e-01
8.064000000000000334e-02,4.867899275451746388e-01
8.068000000000000171e-02,4.618934549734124984e-01
8.072000000000000008e-02,4.382250105651883665e-01
8.075999999999999845e-02,4.159857662609975915e-01
8.079999999999999682e-02,3.953385255224121653e-01
8.083999999999999519e-02,3.764093327304349201e-01
8.087999999999999357e-02,3.592904112162406682e-01
8.092000000000000581e-02,3.440441844943918914e-01
8.096000000000000418e-02,3.307080904546230715e-01
8.100000000000000255e-02,3.192998690513905724e-01
8.104000000000000092e-02,3.098229915940367007e-01
8.107999999999999929e-02,3.022719044183261872e-01
8.111999999999999766e-02,2.966367809919828180e-01
8.115999999999999603e-02,2.929075130366721735e-01
8.119999999999999440e-02,2.910767209625879093e-01
8.124000000000000665e-02,2.911416241105171387e-01
8.128000000000000502e-02,2.931046787982449220e-01
8.132000000000000339e-02,2.969729634727417134e-01
8.136000000000000176e-02,3.027563617341273439e-01
8.140000000000000013e-02,3.104646620188495909e-01
8.143999999999999850e-02,3.201037539211466498e-01
8.147999999999999687e-02,3.316711524872272832e-01
8.151999999999999524e-02,3.451511208522251573e-01
8.155999999999999361e-02,3.605096864607772456e-01
8.160000000000000586e-02,3.776898556938448892e-01
8.164000000000000423e-02,3.966073256600873287e-01
8.168000000000000260e-02,4.171469706180892523e-01
8.172000000000000097e-02,4.391603451402672498e-01
8.175999999999999934e-02,4.624643985547928215e-01
8.179999999999999771e-02,4.868415378354534750e-01
8.183999999999999608e-02,5.120411118357073299e-01
8.187999999999999445e-02,5.377823217790542731e-01
8.192000000000000670e-02,5.637584945730372832e-01
8.196000000000000507e-02,5.896425901468446140e-01
8.200000000000000344e-02,6.150937547867939559e-01
8.204000000000000181e-02,6.397646821980322862e-01
8.208000000000000018e-02,6.633095051317562385e-01
8.211999999999999855e-02,6.853919146902434090e-01
8.215999999999999692e-02,7.056931930076112414e-01
8.219999999999999529e-02,7.239198483486098956e-01
8.223999999999999366e-02,7.398105594970612042e-01
8.228000000000000591e-02,7.531421676454798098e-01
8.232000000000000428e-02,7.637344972263214737e-01
8.236000000000000265e-02,7.714538400585436717e-01
8.240000000000000102e-02,7.762149971835831108e-01
8.243999999999999939e-02,7.779818368750021085e-01
8.247999999999999776e-02,7.767663923945044013e-01
8.251999999999999613e-02,7.726265859826222382e-01
8.255999999999999450e-02,7.656627232983100884e-01
8.260000000000000675e-02,7.560129523221938985e-01
8.264000000000000512e-02,7.438479202909680232e-01
8.268000000000000349e-02,7.293648897378635088e-01
8.272000000000000186e-02,7.127815889888755585e-01
8.276000000000000023e-02,6.943300729845105490e-01
8.279999999999999860e-02,6.742508572276328938e-01
8.283999999999999697e-02,6.527875618410509118e-01
8.287999999999999534e-02,6.301822656262245914e-01
8.291999999999999371e-02,6.066717236744134656e-01
8.296000000000000596e-02,5.824845489729416625e-01
8.300000000000000433e-02,5.578394013772141058e-01
8.304000000000000270e-02,5.329441692731486935e-01
8.308000000000000107e-02,5.079960732573208793e-01
8.311999999999999944e-02,4.831825701165087250e-01
8.315999999999999781e-02,4.586828919310462216e-01
8.319999999999999618e-02,4.346700214939721585e-01
8.323999999999999455e-02,4.113128831529005436e-01
8.328000000000000680e-02,3.887785187642116558e-01
8.332000000000000517e-02,3.672340221598597854e-01
8.336000000000000354e-02,3.468480221413891562e-01
8.340000000000000191e-02,3.277915326345305913e-01
8.344000000000000028e-02,3.102380277318233515e-01
8.347999999999999865e-02,2.943626468375940552e-01
8.351999999999999702e-02,2.803404884793889162e-01
8.355999999999999539e-02,2.683440077142732472e-01
8.359999999999999376e-02,2.585395884170729741e-01
8.364000000000000601e-02,2.510834150546982224e-01
8.368000000000000438e-02,2.461168159324960414e-01
8.372000000000000275e-02,2.437612887456735711e-01
8.376000000000000112e-02,2.441134474135314703e-01
8.379999999999999949e-02,2.472401449970326182e-01
8.383999999999999786e-02,2.531740300184256443e-01
8.387999999999999623e-02,2.619097824255872120e-01
8.391999999999999460e-02,2.734012511973132331e-01
8.396000000000000685e-02,2.875596792896460419e-01
8.400000000000000522e-02,3.042531550415453201e-01
8.404000000000000359e-02,3.233073746106347457e-01
8.408000000000000196e-02,3.445077402542603418e-01
8.412000000000000033e-02,3.676027573617891009e-01
8.415999999999999870e-02,3.923086322724703146e-01
8.419999999999999707e-02,4.183149162407408528e-01
8.423999999999999544e-02,4.452909914014863135e-01
8.427999999999999381e-02,4.728931548493888748e-01
8.432000000000000606e-02,5.007720290899553284e-01
8.436000000000000443e-02,5.285800126431049462e-01
8.440000000000000280e-02,5.559784842842386832e-01
8.444000000000000117e-02,5.826444883486872062e-01
8.447999999999999954e-02,6.082766560065896444e-01
8.451999999999999791e-02,6.326001570189454526e-01
8.455999999999999628e-02,6.553705261444663366e-01
8.459999999999999465e-02,6.763762654705912647e-01
8.464000000000000690e-02,6.954401854742682243e-01
8.468000000000000527e-02,7.124195103165053000e-01
8.472000000000000364e-02,7.272048334057080732e-01
8.476000000000000201e-02,7.397180644036884800e-01
8.480000000000000038e-02,7.499095556545638530e-01
8.483999999999999875e-02,7.577546319960573040e-01
8.487999999999999712e-02,7.632497711547293617e-01
8.491999999999999549e-02,7.664086912129852713e-01
8.495999999999999386e-02,7.672585965100695571e-01
8.500000000000000611e-02,7.658368141366909132e-01
8.504000000000000448e-02,7.621880210153372248e-01
8.508000000000000285e-02,7.563622182572374841e-01
8.512000000000000122e-02,7.484135575058681322e-01
8.515999999999999959e-02,7.384000662586251984e-01
8.519999999999999796e-02,7.263842589739722966e-01
8.523999999999999633e-02,7.124345615399430010e-01
8.527999999999999470e-02,6.966274217783336997e-01
8.531999999999999307e-02,6.790499312329930648e-01
8.536000000000000532e-02,6.598027462774787022e-01
8.540000000000000369e-02,6.390030717495671642e-01
8.544000000000000206e-02,6.167874593603978051e-01
8.548000000000000043e-02,5.933141767396801214e-01
8.551999999999999880e-02,5.687649210491372287e-01
8.555999999999999717e-02,5.433456826879164980e-01
8.559999999999999554e-02,5.172866080181590664e-01
8.563999999999999391e-02,4.908407628686284885e-01
8.568000000000000616e-02,4.642817578935077849e-01
8.572000000000000453e-02,4.379002593515795572e-01
8.576000000000000290e-02,4.119994710092008128e-01
8.580000000000000127e-02,3.868897311408334150e-01
8.583999999999999964e-02,3.628824196868816188e-01
8.587999999999999801e-02,3.402834116054382907e-01
8.591999999999999638e-02,3.193863409586702451e-01
8.595999999999999475e-02,3.004659546417754457e-01
8.599999999999999312e-02,2.837718340271478956e-01
8.604000000000000536e-02,2.695227471454815782e-01
8.608000000000000373e-02,2.579018642036333686e-01
8.612000000000000210e-02,2.490530269040930056e-01
8.616000000000000048e-02,2.430782095627002370e-01
8.619999999999999885e-02,2.400362503874560738e-01
8.623999999999999722e-02,2.399428678683757921e-01
8.627999999999999559e-02,2.427719136472116235e-01
8.631999999999999396e-02,2.484577531128293881e-01
8.636000000000000620e-02,2.568986117335764763e-01
8.640000000000000457e-02,2.679606818254838263e-01
8.644000000000000294e-02,2.814827535212243714e-01
8.648000000000000131e-02,2.972811168822511174e-01
8.651999999999999968e-02,3.151544802887439878e-01
8.655999999999999805e-02,3.348886634649818062e-01
8.659999999999999643e-02,3.562608508743566049e-01
8.663999999999999480e-02,3.790432310248916803e-01
8.667999999999999317e-02,4.030058969898187571e-01
8.672000000000000541e-02,4.279189400885995975e-01
8.676000000000000378e-02,4.535537286842782345e-01
8.680000000000000215e-02,4.796834237049917848e-01
8.684000000000000052e-02,5.060828380633614065e-01
8.687999999999999889e-02,5.325277951245936947e-01
8.691999999999999726e-02,5.587941786970230806e-01
8.695999999999999563e-02,5.846568912485095026e-01
8.699999999999999400e-02,6.098889465294543566e-01
8.704000000000000625e-02,6.342609167379077428e-01
8.708000000000000462e-02,6.575409329697454730e-01
8.712000000000000299e-02,6.794954020795909155e-01
8.716000000000000136e-02,6.998905552499296023e-01
8.719999999999999973e-02,7.184948863227289539e-01
8.723999999999999810e-02,7.350824747102752132e-01
8.727999999999999647e-02,7.494371223177025421e-01
8.731999999999999484e-02,7.613571704286227204e-01
8.735999999999999321e-02,7.706608049384670034e-01
8.740000000000000546e-02,7.771916103982084989e-01
8.744000000000000383e-02,7.808240982753273940e-01
8.748000000000000220e-02,7.814689151594299554e-01
8.752000000000000057e-02,7.790774339733500531e-01
8.755999999999999894e-02,7.736454462466318960e-01
8.759999999999999731e-02,7.652157057736362900e-01
8.763999999999999568e-02,7.538791220815859173e-01
8.767999999999999405e-02,7.397744636710348320e-01
8.772000000000000630e-02,7.230865027121248234e-01
8.776000000000000467e-02,7.040426108641698599e-01
8.780000000000000304e-02,6.829078957629499680e-01
8.784000000000000141e-02,6.599790449180701346e-01
8.787999999999999978e-02,6.355771137749111066e-01
8.791999999999999815e-02,6.100395533455411634e-01
8.795999999999999652e-02,5.837118165049258733e-01
8.799999999999999489e-02,5.569389079886807314e-01
8.803999999999999326e-02,5.300572495006911078e-01
8.808000000000000551e-02,5.033872174278868350e-01
8.812000000000000388e-02,4.772266769105278361e-01
8.816000000000000225e-02,4.518457840279379023e-01
8.820000000000000062e-02,4.274832603087694860e-01
8.823999999999999899e-02,4.043442642786286290e-01
8.827999999999999736e-02,3.825998976776694427e-01
8.831999999999999573e-02,3.623882941807718971e-01
8.835999999999999410e-02,3.438171510254944274e-01
8.840000000000000635e-02,3.269674839271315414e-01
8.844000000000000472e-02,3.118983177093834769e-01
8.848000000000000309e-02,2.986519732459006482e-01
8.852000000000000146e-02,2.872595787613893559e-01
8.855999999999999983e-02,2.777464223814121724e-01
8.859999999999999820e-02,2.701367739433909176e-01
8.863999999999999657e-02,2.644578371112358828e-01
8.867999999999999494e-02,2.607425461287964374e-01
8.871999999999999331e-02,2.590309922704270296e-01
8.876000000000000556e-02,2.593703493271120597e-01
8.880000000000000393e-02,2.618132605999795581e-01
8.884000000000000230e-02,2.664147465859571517e-01
8.888000000000000067e-02,2.732277872859435464e-01
8.891999999999999904e-02,2.822978203401458330e-01
8.895999999999999741e-02,2.936564708541360980e-01
8.899999999999999578e-02,3.073148863385803398e-01
8.903999999999999415e-02,3.232570870867114143e-01
8.908000000000000640e-02,3.414337561377334684e-01
8.912000000000000477e-02,3.617568825945589595e-01
8.916000000000000314e-02,3.840956377241150910e-01
8.920000000000000151e-02,4.082738065827761220e-01
8.923999999999999988e-02,4.340690217863209521e-01
8.927999999999999825e-02,4.612139545312344269e-01
8.931999999999999662e-02,4.893995160401135025e-01
8.935999999999999499e-02,5.182800158611109431e-01
8.939999999999999336e-02,5.474801178427596282e-01
8.944000000000000561e-02,5.766033360680042907e-01
8.948000000000000398e-02,6.052417271567590573e-01
8.952000000000000235e-02,6.329863670597658531e-01
8.956000000000000072e-02,6.594381537397712156e-01
8.959999999999999909e-02,6.842184547537530914e-01
8.963999999999999746e-02,7.069791221421489746e-01
8.967999999999999583e-02,7.274114261819056848e-01
8.971999999999999420e-02,7.452535129990339735e-01
8.976000000000000645e-02,7.602960659121538178e-01
8.980000000000000482e-02,7.723859426137955619e-01
8.984000000000000319e-02,7.814276648124327540e-01
8.988000000000000156e-02,7.873827479597897971e-01
8.991999999999999993e-02,7.902669699891831101e-01
8.995999999999999830e-02,7.901457833667046016e-01
8.999999999999999667e-02,7.871281682992873341e-01
9.003999999999999504e-02,7.813593013985565827e-01
9.007999999999999341e-02,7.730124691713856633e-01
9.012000000000000566e-02,7.622806863094244711e-01
9.016000000000000403e-02,7.493684831815348169e-01
9.020000000000000240e-02,7.344843049872571417e-01
9.024000000000000077e-02,7.178339180064282621e-01
9.027999999999999914e-02,6.996151490188058375e-01
9.031999999999999751e-02,6.800141962926787853e-01
9.035999999999999588e-02,6.592036496363687936e-01
9.039999999999999425e-02,6.373422487240981704e-01
9.044000000000000650e-02,6.145762995359982384e-01
9.048000000000000487e-02,5.910425646535341082e-01
9.052000000000000324e-02,5.668723503970567457e-01
9.056000000000000161e-02,5.421964378098428350e-01
9.059999999999999998e-02,5.171504497539004541e-01
9.063999999999999835e-02,4.918802161402049955e-01
9.067999999999999672e-02,4.665466954140516376e-01
9.071999999999999509e-02,4.413300331793450493e-01
9.075999999999999346e-02,4.164323870556292384e-01
9.080000000000000571e-02,3.920792178229702274e-01
9.084000000000000408e-02,3.685188366008873007e-01
9.088000000000000245e-02,3.460201011087356560e-01
9.092000000000000082e-02,3.248682650404070005e-01
9.095999999999999919e-02,3.053590968631271219e-01
9.099999999999999756e-02,2.877914914256082257e-01
9.103999999999999593e-02,2.724588934155609543e-01
9.107999999999999430e-02,2.596399303535496528e-01
9.112000000000000655e-02,2.495887098176434171e-01
9.116000000000000492e-02,2.425252675534594060e-01
9.120000000000000329e-02,2.386266580518039693e-01
9.124000000000000166e-02,2.380191566256192603e-01
9.128000000000000003e-02,2.407719931119894075e-01
9.131999999999999840e-02,2.468929646928324229e-01
9.135999999999999677e-02,2.563261829569536965e-01
9.139999999999999514e-02,2.689521033351766621e-01
9.143999999999999351e-02,2.845898693873618601e-01
9.148000000000000576e-02,3.030018865621973978e-01
9.152000000000000413e-02,3.239004265740138000e-01
9.156000000000000250e-02,3.469559607843899496e-01
9.160000000000000087e-02,3.718068346687120052e-01
9.163999999999999924e-02,3.980698303802014948e-01
9.167999999999999761e-02,4.253511241763263118e-01
9.171999999999999598e-02,4.532571322104417821e-01
9.175999999999999435e-02,4.814047525439582587e-01
9.180000000000000659e-02,5.094305522603362890e-01
9.184000000000000496e-02,5.369985138079420572e-01
9.188000000000000334e-02,5.638060403415988686e-01
9.192000000000000171e-02,5.895880209037236419e-01
9.196000000000000008e-02,6.141188669586024051e-01
9.199999999999999845e-02,6.372125457201868182e-01
9.203999999999999682e-02,6.587207463930215834e-01
9.207999999999999519e-02,6.785294165957322932e-01
9.211999999999999356e-02,6.965539921557564185e-01
9.216000000000000580e-02,7.127337093582787331e-01
9.220000000000000417e-02,7.270254309867110187e-01
9.224000000000000254e-02,7.393974338747405506e-01
9.228000000000000091e-02,7.498235954753785792e-01
9.231999999999999929e-02,7.582783809565687427e-01
9.235999999999999766e-02,7.647329728594126630e-01
9.239999999999999603e-02,7.691528060552814683e-01
9.243999999999999440e-02,7.714966763935960925e-01
9.248000000000000664e-02,7.717174876723070787e-01
9.252000000000000501e-02,7.697645945353032149e-01
9.256000000000000338e-02,7.655875949109126610e-01
9.260000000000000175e-02,7.591413307510341824e-01
9.264000000000000012e-02,7.503917756477955781e-01
9.267999999999999849e-02,7.393224270503163664e-01
9.271999999999999686e-02,7.259407827879280628e-01
9.275999999999999523e-02,7.102844685927225399e-01
9.279999999999999361e-02,6.924265960036372070e-01
9.284000000000000585e-02,6.724799676283741423e-01
9.288000000000000422e-02,6.505998069956591134e-01
9.292000000000000259e-02,6.269847695991164205e-01
9.296000000000000096e-02,6.018760855716625002e-01
9.299999999999999933e-02,5.755547872735751191e-01
9.303999999999999770e-02,5.483370809692469372e-01
9.307999999999999607e-02,5.205680246002144518e-01
9.311999999999999444e-02,4.926137675364072877e-01
9.316000000000000669e-02,4.648526877540361535e-01
9.320000000000000506e-02,4.376658226545725450e-01
9.324000000000000343e-02,4.114270283248553373e-01
9.328000000000000180e-02,3.864933163656026349e-01
9.332000000000000017e-02,3.631958068206329604e-01
9.335999999999999854e-02,3.418317010011334145e-01
9.339999999999999691e-02,3.226576212849447955e-01
9.343999999999999528e-02,3.058845896979328627e-01
9.347999999999999365e-02,2.916748277137856671e-01
9.352000000000000590e-02,2.801404614757138645e-01
9.356000000000000427e-02,2.713441152479917906e-01
9.360000000000000264e-02,2.653012771743082365e-01
9.364000000000000101e-02,2.619842309675463610e-01
9.367999999999999938e-02,2.613272700570326568e-01
9.371999999999999775e-02,2.632328512192437797e-01
9.375999999999999612e-02,2.675783059903056316e-01
9.379999999999999449e-02,2.742227121309718241e-01
9.384000000000000674e-02,2.830135346675724528e-01
9.388000000000000511e-02,2.937926757784530829e-01
9.392000000000000348e-02,3.064016229397089619e-01
9.396000000000000185e-02,3.206854520205378867e-01
9.400000000000000022e-02,3.364955221945267194e-01
9.403999999999999859e-02,3.536907876688397678e-01
9.407999999999999696e-02,3.721377419806584652e-01
9.411999999999999533e-02,3.917090985336494913e-01
9.415999999999999370e-02,4.122813909457050396e-01
9.420000000000000595e-02,4.337317439919830542e-01
9.424000000000000432e-02,4.559341166043490712e-01
9.428000000000000269e-02,4.787553497102032818e-01
9.432000000000000106e-02,5.020513620277322620e-01
9.435999999999999943e-02,5.256638259192845108e-01
9.439999999999999780e-02,5.494176239570341957e-01
9.443999999999999617e-02,5.731193371025348204e-01
9.447999999999999454e-02,5.965569505413228502e-01
9.452000000000000679e-02,6.195008873095100288e-01
9.456000000000000516e-02,6.417063975800636477e-01
9.460000000000000353e-02,6.629172478485148012e-01
9.464000000000000190e-02,6.828705743016189045e-01
9.468000000000000027e-02,7.013026931204687786e-01
9.471999999999999864e-02,7.179556015540018432e-01
9.475999999999999701e-02,7.325838606861326818e-01
9.479999999999999538e-02,7.449615262956154060e-01
9.483999999999999375e-02,7.548887893249033310e-01
9.488000000000000600e-02,7.621980022897323348e-01
9.492000000000000437e-02,7.667588013463457752e-01
9.496000000000000274e-02,7.684820834559709102e-01
9.500000000000000111e-02,7.673226609582977087e-01
9.503999999999999948e-02,7.632804879478093385e-01
9.507999999999999785e-02,7.564004296959833118e-01
9.511999999999999622e-02,7.467706233084903111e-01
9.515999999999999459e-02,7.345195502395269749e-01
9.520000000000000684e-02,7.198120049362457529e-01
9.524000000000000521e-02,7.028441950840556007e-01
9.528000000000000358e-02,6.838382448141001602e-01
9.532000000000000195e-02,6.630363909458514282e-01
9.536000000000000032e-02,6.406951630859003544e-01
9.539999999999999869e-02,6.170798215275009602e-01
9.543999999999999706e-02,5.924592938234812811e-01
9.547999999999999543e-02,5.671018040572739505e-01
9.551999999999999380e-02,5.412713314623038841e-01
9.556000000000000605e-02,5.152249710071326039e-01
9.560000000000000442e-02,4.892112021123968257e-01
9.564000000000000279e-02,4.634690071381996068e-01
9.568000000000000116e-02,4.382277228486570197e-01
9.571999999999999953e-02,4.137074594631521274e-01
9.575999999999999790e-02,3.901198862157372882e-01
9.579999999999999627e-02,3.676691617841541526e-01
9.583999999999999464e-02,3.465527837461206961e-01
9.588000000000000689e-02,3.269621435364570838e-01
9.592000000000000526e-02,3.090826013070459011e-01
9.596000000000000363e-02,2.930929367149436859e-01
9.600000000000000200e-02,2.791640841781432014e-01
9.604000000000000037e-02,2.674571210319031112e-01
9.607999999999999874e-02,2.581205402954444561e-01
9.611999999999999711e-02,2.512869021924627466e-01
9.615999999999999548e-02,2.470690159696402599e-01
9.619999999999999385e-02,2.455558520382375987e-01
9.624000000000000610e-02,2.468084206875997277e-01
9.628000000000000447e-02,2.508558750115347236e-01
9.632000000000000284e-02,2.576921006030528094e-01
9.636000000000000121e-02,2.672730424007253580e-01
9.639999999999999958e-02,2.795149902825383448e-01
9.643999999999999795e-02,2.942940011297056069e-01
9.647999999999999632e-02,3.114465786210446341e-01
9.651999999999999469e-02,3.307716662846765243e-01
9.656000000000000694e-02,3.520339382622910129e-01
9.660000000000000531e-02,3.749683001439947372e-01
9.664000000000000368e-02,3.992854435337049868e-01
9.668000000000000205e-02,4.246782369709032889e-01
9.672000000000000042e-02,4.508286863042487158e-01
9.675999999999999879e-02,4.774151627612906457e-01
9.679999999999999716e-02,5.041195790962683665e-01
9.683999999999999553e-02,5.306341946209175431e-01
9.687999999999999390e-02,5.566677488263260809e-01
9.692000000000000615e-02,5.819506597603840703e-01
9.696000000000000452e-02,6.062390753344536476e-01
9.700000000000000289e-02,6.293176303330301202e-01
9.704000000000000126e-02,6.510008353418594851e-01
9.707999999999999963e-02,6.711331017769246454e-01
9.711999999999999800e-02,6.895874850630613340e-01
9.715999999999999637e-02,7.062633011185521781e-01
9.719999999999999474e-02,7.210828352413267694e-01
9.723999999999999311e-02,7.339874133699647585e-01
9.728000000000000536e-02,7.449331403692122100e-01
9.732000000000000373e-02,7.538866262738157520e-01
9.736000000000000210e-02,7.608210182107164599e-01
9.740000000000000047e-02,7.657126330621050192e-01
9.743999999999999884e-02,7.685384450485649444e-01
9.747999999999999721e-02,7.692746256192627419e-01
9.751999999999999558e-02,7.678962636191446478e-01
9.755999999999999395e-02,7.643783157234459447e-01
9.760000000000000620e-02,7.586977551903703043e-01
9.764000000000000457e-02,7.508368059569413555e-01
9.768000000000000294e-02,7.407870738469253258e-01
9.772000000000000131e-02,7.285543217243642955e-01
9.775999999999999968e-02,7.141635847864000741e-01
9.779999999999999805e-02,6.976642890050499535e-01
9.783999999999999642e-02,6.791350221546287314e-01
9.787999999999999479e-02,6.586876139173154510e-01
9.791999999999999316e-02,6.364702090589021699e-01
9.796000000000000540e-02,6.126690642271785947e-01
9.800000000000000377e-02,5.875088620420031438e-01
9.804000000000000214e-02,5.612514123341063588e-01
9.808000000000000052e-02,5.341926953842270898e-01
9.811999999999999889e-02,5.066582910165413622e-01
9.815999999999999726e-02,4.789973253557371358e-01
9.819999999999999563e-02,4.515751489484179926e-01
9.823999999999999400e-02,4.247650310888406722e-01
9.828000000000000624e-02,3.989392114906455400e-01
9.832000000000000461e-02,3.744596886645519818e-01
9.836000000000000298e-02,3.516691422805146572e-01
9.840000000000000135e-02,3.308823833533207637e-01
9.843999999999999972e-02,3.123787014546093865e-01
9.847999999999999809e-02,2.963954336937317802e-01
9.851999999999999647e-02,2.831230184269381001e-01
9.855999999999999484e-02,2.727017210360398458e-01
9.859999999999999321e-02,2.652201339327547314e-01
9.864000000000000545e-02,2.607154629963122638e-01
9.868000000000000382e-02,2.591755229979574859e-01
9.872000000000000219e-02,2.605422802280579209e-01
9.876000000000000056e-02,2.647167062139209048e-01
9.879999999999999893e-02,2.715646461966350622e-01
9.883999999999999730e-02,2.809233631894480498e-01
9.887999999999999567e-02,2.926083952179897585e-01
9.891999999999999404e-02,3.064203608516079536e-01
9.896000000000000629e-02,3.221513662821685609e-01
9.900000000000000466e-02,3.395907047097480036e-01
9.904000000000000303e-02,3.585295932631649696e-01
9.908000000000000140e-02,3.787647607631242086e-01
9.911999999999999977e-02,4.001007772094330450e-01
9.915999999999999814e-02,4.223510983042397249e-01
9.919999999999999651e-02,4.453378807267229234e-01
9.923999999999999488e-02,4.688907014062747569e-01
9.927999999999999325e-02,4.928443821771328892e-01
9.932000000000000550e-02,5.170361759965023118e-01
9.936000000000000387e-02,5.413026092384700672e-01
9.940000000000000224e-02,5.654762942923585722e-01
9.944000000000000061e-02,5.893830267577894189e-01
9.947999999999999898e-02,6.128394620610592147e-01
9.951999999999999735e-02,6.356516285861982807e-01
9.955999999999999572e-02,6.576144807524766378e-01
9.959999999999999409e-02,6.785126291342433724e-01
9.964000000000000634e-02,6.981223096923674376e-01
9.968000000000000471e-02,7.162145749432466957e-01
9.972000000000000308e-02,7.325596111320582526e-01
9.976000000000000145e-02,7.469320118532887243e-01
9.979999999999999982e-02,7.591167744052660371e-01
9.983999999999999819e-02,7.689157342373860171e-01
9.987999999999999656e-02,7.761541181235561693e-01
9.991999999999999493e-02,7.806868801926043488e-01
9.995999999999999330e-02,7.824044876187462583e-01
1.000000000000000056e-01,7.812378444596062010e-01
1.000400000000000039e-01,7.771620815631723467e-01
1.000800000000000023e-01,7.701989953664941657e-01
1.001200000000000007e-01,7.604179856154014150e-01
1.001599999999999990e-01,7.479354176920023356e-01
1.001999999999999974e-01,7.329124150273074179e-01
1.002399999999999958e-01,7.155511664712566056e-01
1.002799999999999941e-01,6.960899080152412877e-01
1.003200000000000064e-01,6.747968037467687585e-01
1.003600000000000048e-01,6.519630037443966408e-01
1.004000000000000031e-01,6.278951939280458250e-01
1.004400000000000015e-01,6.029079727111020803e-01
1.004799999999999999e-01,5.773163907179215126e-01
1.005199999999999982e-01,5.514289729557146913e-01
1.005599999999999966e-01,5.255415088291254255e-01
1.005999999999999950e-01,4.999318463913204336e-01
1.006399999999999934e-01,4.748558662032020816e-01
1.006800000000000056e-01,4.505447407431419915e-01
1.007200000000000040e-01,4.272035115332106781e-01
1.007600000000000023e-01,4.050109422847595897e-01
1.008000000000000007e-01,3.841205366297150703e-01
1.008399999999999991e-01,3.646625473182360522e-01
1.008799999999999975e-01,3.467467535404183954e-01
1.009199999999999958e-01,3.304657469786418944e-01
1.009599999999999942e-01,3.158984471763564006e-01
1.010000000000000064e-01,3.031135637291901275e-01
1.010400000000000048e-01,2.921727365870979698e-01
1.010800000000000032e-01,2.831331153514045074e-01
1.011200000000000015e-01,2.760491819080005405e-01
1.011599999999999999e-01,2.709736753315520330e-01
1.011999999999999983e-01,2.679575403903112774e-01
1.012399999999999967e-01,2.670488874328820206e-01
1.012799999999999950e-01,2.682910180150100965e-01
1.013199999999999934e-01,2.717196334351796305e-01
1.013600000000000056e-01,2.773593987661494564e-01
1.014000000000000040e-01,2.852200798392801606e-01
1.014400000000000024e-01,2.952925024487253469e-01
1.014800000000000008e-01,3.075446000636845589e-01
1.015199999999999991e-01,3.219178177094442206e-01
1.015599999999999975e-01,3.383241254499952388e-01
1.015999999999999959e-01,3.566438660170158648e-01
1.016399999999999942e-01,3.767246193483110850e-01
1.016800000000000065e-01,3.983812146027687073e-01
1.017200000000000049e-01,4.213969606488198738e-01
1.017600000000000032e-01,4.455261024985632257e-01
1.018000000000000016e-01,4.704974472775487748e-01
1.018400000000000000e-01,4.960190426486055237e-01
1.018799999999999983e-01,5.217837364827382363e-01
1.019199999999999967e-01,5.474754019086863766e-01
1.019599999999999951e-01,5.727755790161283000e-01
1.019999999999999934e-01,5.973702650770230660e-01
1.020400000000000057e-01,6.209565800460669083e-01
1.020800000000000041e-01,6.432490433507467298e-01
1.021200000000000024e-01,6.639852208276023626e-01
1.021600000000000008e-01,6.829305356035733077e-01
1.021999999999999992e-01,6.998820816144752932e-01
1.022399999999999975e-01,7.146713306410298339e-01
1.022799999999999959e-01,7.271656802207988601e-01
1.023199999999999943e-01,7.372688473833218792e-01
1.023600000000000065e-01,7.449201686873471173e-01
1.024000000000000049e-01,7.500929175335657728e-01
1.024400000000000033e-01,7.527917925561836698e-01
1.024800000000000016e-01,7.530497639265613108e-01
1.025200000000000000e-01,7.509244860970715196e-01
1.025599999999999984e-01,7.464944950105945054e-01
1.025999999999999968e-01,7.398554049418742951e-01
1.026399999999999951e-01,7.311163054573811548e-01
1.026799999999999935e-01,7.203965336627827787e-01
1.027200000000000057e-01,7.078229626967643684e-01
